Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
1030,8132,1559,1163831800,10.052,2023.231,2230804.359,1377500.837,16.0,7.0,2,21.82,0.0,0,123.0,214.0,5.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
451,3809,1533,1163399500,15.996,1467.218,2230849.605,1376945.237,17.0,7.0,2,35.59,-4.34,1,101.0,214.0,0.0,4.0,2.0,1.0,436,581,57.32,1.61,peachtree
1335,8802,713,1163898800,8.285,1138.66,2230803.311,1376621.001,15.0,7.0,2,0.0,0.0,11,101.0,221.0,0.0,3.0,2.0,1.0,1204,0,20.8,9999.99,peachtree
186,1262,1223,1163156500,-2.878,262.271,2230532.399,1375794.294,16.6,7.0,2,0.09,0.0,11,122.0,202.0,0.0,2.0,4.0,1.0,0,194,0.0,0.0,peachtree
970,6811,278,1118936361000,15.453,616.673,6452186.597,1873347.987,14.4,6.7,2,37.79,0.29,2,103.0,208.0,0.0,3.0,2.0,1.0,0,974,0.0,0.0,lankershim
373,3180,1437,1163348300,6.589,1341.876,2230845.061,1376802.769,20.5,7.0,2,30.62,-3.79,1,101.0,214.0,0.0,4.0,2.0,1.0,366,390,70.69,2.31,peachtree
1193,6447,451,1118937344600,-25.938,1210.57,6452391.686,1873908.607,12.9,6.6,2,44.91,15.84,2,108.0,201.0,0.0,4.0,4.0,1.0,1176,1197,74.44,1.66,lankershim
487,3448,1294,1118937044700,19.459,337.123,6452060.456,1873107.175,13.5,6.5,2,0.0,0.0,1,102.0,208.0,0.0,2.0,2.0,1.0,621,489,0.0,0.0,lankershim
1226,6898,1503,1163720100,-7.766,1891.038,2230807.002,1377350.395,16.7,7.0,2,40.52,0.17,1,115.0,201.0,0.0,5.0,4.0,1.0,1219,0,130.48,3.22,peachtree
501,3362,980,1118937036100,-44.958,556.596,6452109.067,1873326.282,13.3,7.4,2,0.15,0.0,3,108.0,201.0,0.0,3.0,4.0,1.0,498,515,25.15,167.65,lankershim
1746,6707,10,1163701000,-28.543,2073.418,2230761.186,1377527.438,14.0,7.0,2,17.83,0.0,0,114.0,215.0,5.0,0.0,4.0,3.0,0,0,0.0,0.0,peachtree
1524,8437,302,1163874000,5.089,1864.191,2230822.644,1377325.076,15.7,6.9,2,13.41,0.65,11,120.0,215.0,0.0,5.0,2.0,1.0,1176,0,53.89,4.02,peachtree
264,1451,340,1118936845000,-44.591,1345.193,6452400.707,1874035.093,16.4,7.4,2,46.17,1.88,4,108.0,201.0,0.0,4.0,4.0,1.0,0,0,0.0,0.0,lankershim
219,1848,1423,1118936884700,31.355,396.544,6452100.61,1873149.133,13.3,6.5,2,33.33,-0.04,3,102.0,208.0,2.0,0.0,2.0,1.0,210,228,55.05,1.65,lankershim
530,3608,883,1118937060700,37.349,1281.586,6452473.617,1873957.028,14.0,6.5,2,24.61,-0.03,4,101.0,207.0,0.0,4.0,2.0,1.0,433,631,81.5,3.31,lankershim
1403,7776,885,1118937477500,-9.176,1542.374,6452426.284,1874228.041,13.7,6.3,2,44.63,0.0,1,108.0,203.0,4.0,0.0,4.0,1.0,1401,1407,160.98,3.61,lankershim
675,4915,535,1118936171400,38.711,256.948,6452041.114,1873020.172,14.0,6.6,2,18.82,6.68,3,101.0,205.0,0.0,2.0,2.0,1.0,659,683,53.78,2.86,lankershim
205,1845,1424,1118936884400,20.637,504.295,6452145.466,1873250.673,12.8,6.4,2,36.3,4.61,3,102.0,208.0,0.0,3.0,2.0,1.0,200,210,107.42,2.96,lankershim
1436,9377,631,1118936617600,-25.303,516.875,6452106.544,1873275.792,16.0,7.0,2,0.0,0.0,1,108.0,201.0,0.0,3.0,4.0,1.0,1279,1301,25.89,9999.99,lankershim
116,1151,1797,1163133700,23.386,117.019,2230538.894,1375665.824,17.0,7.0,2,0.07,0.0,2,101.0,214.0,0.0,1.0,2.0,1.0,164,118,0.0,0.0,peachtree
1181,7875,978,1163806100,19.825,1078.599,2230783.293,1376561.449,16.5,7.0,2,0.05,0.0,1,101.0,214.0,0.0,3.0,2.0,1.0,1178,1184,24.42,488.5,peachtree
368,2009,266,1118936900800,-35.832,1393.11,6452406.423,1874073.633,12.1,7.2,2,52.6,-10.92,3,108.0,210.0,0.0,4.0,4.0,1.0,355,0,280.52,5.33,lankershim
919,6451,1407,1118936325000,33.525,169.893,6452003.472,1872943.413,20.0,7.0,2,1.48,-0.08,3,102.0,208.0,0.0,2.0,2.0,1.0,918,923,25.35,17.13,lankershim
1519,8527,307,1118937552600,-29.358,1545.529,6452406.192,1874231.754,16.8,7.2,2,40.41,9.19,3,108.0,211.0,4.0,0.0,4.0,1.0,1516,0,98.12,2.43,lankershim
422,2423,425,1118936942200,40.997,1311.173,6452483.203,1873994.146,12.7,6.4,2,0.86,0.0,4,105.0,208.0,0.0,4.0,2.0,1.0,313,0,29.78,34.63,lankershim
161,1275,655,1118936827400,-16.977,90.113,6451928.965,1872895.277,16.1,7.3,2,0.0,0.0,2,108.0,201.0,0.0,2.0,4.0,1.0,0,162,0.0,0.0,lankershim
712,4892,382,1118936169100,-29.343,1030.273,6452308.581,1873752.031,15.5,7.0,2,38.95,-8.6,3,108.0,201.0,3.0,0.0,4.0,1.0,710,717,85.28,2.19,lankershim
822,5214,1119,1163540000,-8.08,1998.261,2230790.262,1377473.387,16.0,7.0,2,24.63,0.19,0,114.0,201.0,5.0,0.0,4.0,1.0,0,0,0.0,0.0,peachtree
981,5444,1330,1118937244300,49.36,48.606,6451973.674,1872830.291,14.2,6.5,2,0.0,0.0,0,102.0,207.0,1.0,0.0,2.0,3.0,0,0,0.0,0.0,lankershim
925,6476,133,1118936327500,51.869,331.722,6452084.657,1873082.371,14.0,7.0,2,17.0,-3.94,4,101.0,203.0,0.0,2.0,2.0,1.0,0,0,0.0,0.0,lankershim
738,4700,1323,1163488600,13.396,111.655,2230528.502,1375661.287,16.0,7.0,2,0.0,0.0,1,101.0,215.0,0.0,1.0,2.0,1.0,734,742,0.0,0.0,peachtree
416,3175,856,1118935997400,-27.205,192.49,6451955.956,1872987.465,14.3,7.2,2,15.94,-8.17,3,108.0,201.0,0.0,2.0,4.0,1.0,414,440,39.29,2.47,lankershim
1244,7782,1819,1118937478100,-14.819,475.225,6452100.877,1873239.896,13.3,7.4,2,0.0,0.0,0,110.0,203.0,2.0,0.0,4.0,2.0,0,0,0.0,0.0,lankershim
378,2893,725,1118935969200,-45.062,633.762,6452139.509,1873389.662,15.0,7.0,2,0.0,0.0,3,108.0,201.0,0.0,3.0,4.0,1.0,1426,391,20.24,9999.99,lankershim
1325,9481,2306,1118937648000,39.994,1149.384,6452431.321,1873828.628,12.9,6.3,2,31.83,-2.11,4,102.0,208.0,0.0,4.0,2.0,1.0,1421,1430,40.47,1.27,lankershim
1541,8684,692,1118937568300,-1.594,1465.571,6452434.09,1874150.893,17.0,8.2,2,40.51,-6.65,1,108.0,201.0,0.0,4.0,4.0,1.0,1542,1544,48.28,1.19,lankershim
1459,9161,1317,1163946400,4.549,1184.707,2230811.442,1376648.933,15.0,7.0,2,1.72,0.0,0,102.0,221.0,3.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
1136,6490,200,1163679300,-5.97,170.127,2230515.661,1375704.067,16.5,7.0,2,2.67,0.0,0,123.0,223.0,1.0,0.0,2.0,2.0,0,0,0.0,0.0,peachtree
417,3294,731,1118936009300,43.769,706.498,6452251.114,1873416.602,13.1,7.4,2,14.55,-0.25,1,108.0,204.0,0.0,3.0,1.0,1.0,0,0,0.0,0.0,lankershim
818,5912,872,1118936271100,50.392,701.948,6452255.104,1873409.627,16.0,7.0,2,0.0,0.0,1,103.0,204.0,0.0,3.0,1.0,1.0,0,0,0.0,0.0,lankershim
329,2201,1837,1118935900000,-11.476,801.097,6452237.157,1873526.062,18.7,7.4,2,5.06,-1.56,12,108.0,203.0,0.0,3.0,4.0,1.0,316,0,27.58,5.45,lankershim
469,2920,337,1118935971900,-28.396,1155.615,6452367.77,1873853.912,19.5,7.4,2,36.11,-0.11,2,108.0,201.0,0.0,4.0,4.0,1.0,467,0,63.23,1.75,lankershim
624,4159,542,1163434500,2.664,114.405,2230518.028,1375664.897,15.5,7.0,2,0.0,0.0,11,101.0,223.0,0.0,1.0,2.0,1.0,0,0,0.0,0.0,peachtree
170,1809,1831,1163211200,13.04,1183.555,2230818.826,1376644.586,16.0,8.5,2,0.0,0.0,0,102.0,214.0,3.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
765,4171,947,1118937117000,28.338,248.568,6452031.06,1873023.161,14.1,6.5,2,6.59,-1.66,2,102.0,208.0,0.0,2.0,2.0,1.0,764,755,30.98,4.7,lankershim
112,511,570,1118935731000,-28.936,1122.657,6452354.802,1873823.586,24.8,8.0,3,40.79,-6.59,2,108.0,201.0,0.0,4.0,4.0,1.0,110,120,47.78,1.17,lankershim
1558,9590,866,1118937658900,-34.339,474.743,6452083.082,1873247.934,19.1,7.5,2,9.17,8.33,2,108.0,201.0,2.0,0.0,4.0,1.0,0,1562,0.0,0.0,lankershim
5,657,926,1118936765600,28.719,295.305,6452051.168,1873065.363,16.8,8.1,2,2.23,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,0,10,0.0,0.0,lankershim
355,2615,798,1118936961400,-43.96,479.527,6452076.495,1873256.425,21.2,7.4,2,17.26,9.04,3,108.0,201.0,0.0,3.0,4.0,1.0,274,352,59.2,3.43,lankershim
2,1596,1707,1163189900,26.768,1968.295,2230831.797,1377431.607,14.0,7.0,2,0.0,0.0,2,102.0,214.0,0.0,5.0,2.0,1.0,0,53,0.0,0.0,peachtree
981,6539,1330,1118937353800,43.541,1378.827,6452487.03,1874071.232,14.2,6.5,2,20.16,-0.24,4,102.0,207.0,0.0,4.0,2.0,1.0,968,1109,43.84,2.17,lankershim
440,4136,1491,1163432200,14.789,1890.084,2230827.687,1377369.046,15.2,7.1,2,0.13,0.0,1,123.0,214.0,0.0,5.0,2.0,1.0,409,532,23.18,178.29,peachtree
909,6005,1386,1163630800,13.95,1275.961,2230846.965,1376735.459,16.6,7.0,2,33.72,5.64,2,101.0,214.0,0.0,4.0,2.0,1.0,0,970,0.0,0.0,peachtree
491,2871,925,1118936987000,-6.004,907.963,6452278.172,1873632.567,15.5,7.4,2,43.75,-9.45,1,108.0,203.0,0.0,3.0,4.0,1.0,484,495,66.82,1.53,lankershim
807,5088,374,1163539100,-4.499,296.936,2230533.698,1375828.98,17.2,6.8,2,0.04,0.04,11,122.0,202.0,0.0,2.0,4.0,1.0,725,832,25.03,625.75,peachtree
1640,9027,837,1163933000,6.272,390.757,2230552.315,1375921.557,15.0,7.0,2,44.08,0.0,1,102.0,214.0,0.0,2.0,2.0,1.0,1621,1558,177.95,4.04,peachtree
1425,8893,1027,1118937589200,39.91,1201.747,6452451.511,1873879.552,14.5,7.0,2,48.6,10.41,4,101.0,208.0,0.0,4.0,2.0,1.0,0,1431,0.0,0.0,lankershim
896,6896,979,1118936369500,27.687,356.414,6452072.315,1873111.193,14.7,6.5,2,23.6,-6.68,2,102.0,208.0,2.0,0.0,2.0,1.0,886,906,41.55,1.76,lankershim
1317,7462,1266,1118937446100,33.26,107.738,6451982.126,1872892.399,15.2,6.7,2,0.19,0.0,3,102.0,208.0,0.0,2.0,2.0,1.0,1307,1319,22.66,119.29,lankershim
1207,6956,1178,1118937395500,-15.001,717.517,6452205.938,1873458.225,13.5,7.2,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,1187,1221,25.57,9999.99,lankershim
679,4416,1303,1163460200,24.226,79.843,2230536.717,1375628.712,16.0,7.0,2,21.78,-7.56,2,101.0,214.0,0.0,1.0,2.0,1.0,663,0,166.48,7.64,peachtree
955,7291,999,1118936409000,-14.209,494.39,6452106.772,1873250.72,15.0,7.6,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,0,961,0.0,0.0,lankershim
1391,10313,820,1118936711200,-13.791,634.103,6452167.825,1873376.388,16.0,7.2,2,0.0,0.0,12,108.0,203.0,0.0,3.0,4.0,1.0,1384,1394,20.98,9999.99,lankershim
1266,9756,984,1118936655500,30.906,1378.341,6452475.615,1874062.11,14.9,6.4,2,0.0,0.0,3,102.0,208.0,0.0,4.0,2.0,1.0,1259,1284,21.83,9999.99,lankershim
402,3241,1620,1163342700,4.022,609.602,2230570.471,1376156.886,20.5,7.0,2,0.0,0.0,1,101.0,214.0,0.0,2.0,2.0,1.0,552,409,0.0,0.0,peachtree
910,5301,623,1118937230000,37.964,1276.938,6452472.784,1873952.409,14.5,6.5,2,25.94,-9.23,4,101.0,207.0,0.0,4.0,2.0,1.0,809,881,18.44,0.71,lankershim
1170,6289,102,1118937328800,-2.834,1614.489,6452426.768,1874297.975,13.6,6.8,2,1.34,0.0,11,108.0,207.0,0.0,5.0,4.0,1.0,0,0,0.0,0.0,lankershim
1621,9024,905,1163932700,4.975,560.781,2230565.203,1376091.114,16.1,7.1,2,26.23,0.52,1,102.0,214.0,0.0,2.0,2.0,1.0,1543,1640,708.1,27.0,peachtree
1131,7259,1191,1163744500,-3.668,1418.946,2230829.847,1376897.155,16.1,6.8,2,39.13,12.27,1,114.0,201.0,0.0,4.0,4.0,1.0,1082,1138,540.14,13.8,peachtree
1023,7379,885,1118936417800,18.406,352.812,6452062.66,1873113.288,17.9,6.5,2,0.25,-2.36,1,102.0,208.0,2.0,0.0,2.0,1.0,984,1434,0.0,0.0,lankershim
593,3565,1225,1163386800,5.726,440.445,2230555.946,1375971.118,18.5,7.0,2,51.3,-2.79,1,101.0,214.0,0.0,2.0,2.0,1.0,579,0,430.22,8.39,peachtree
607,4078,726,1118936087700,-18.333,1185.092,6452388.234,1873877.405,18.0,7.0,2,51.3,-8.19,1,108.0,203.0,0.0,4.0,4.0,1.0,604,0,529.18,10.32,lankershim
192,1132,1268,1163143500,-9.224,1593.054,2230824.916,1377053.902,18.5,7.0,2,24.24,-1.45,0,114.0,201.0,4.0,0.0,4.0,1.0,0,0,0.0,0.0,peachtree
1190,6688,903,1163699100,5.01,1263.743,2230836.425,1376724.627,15.0,7.5,2,25.67,-0.57,1,111.0,215.0,0.0,4.0,2.0,1.0,1077,1090,431.51,16.81,peachtree
645,3564,780,1118937056300,25.599,76.026,6451962.945,1872866.01,13.0,6.5,2,0.05,0.0,3,101.0,205.0,1.0,0.0,2.0,1.0,571,0,15.05,301.0,lankershim
284,2283,656,1163258600,-27.8,814.653,2230584.769,1376351.154,19.6,7.0,2,1.53,0.0,2,114.0,222.0,0.0,3.0,4.0,1.0,269,290,16.74,10.94,peachtree
986,6453,1305,1118937345200,32.306,1334.734,6452476.45,1874018.333,14.5,6.5,2,5.16,5.22,3,101.0,208.0,0.0,4.0,2.0,1.0,1086,1030,26.89,5.21,lankershim
909,6954,863,1118936375300,38.24,277.822,6452049.405,1873039.077,15.5,7.0,2,20.57,11.15,3,102.0,204.0,0.0,2.0,2.0,1.0,907,918,43.5,2.11,lankershim
1185,7210,923,1163751300,-27.241,801.641,2230579.493,1376339.246,15.2,7.0,2,0.0,0.0,2,115.0,201.0,0.0,3.0,4.0,1.0,1179,1195,21.79,9999.99,peachtree
595,4523,1673,1163470900,-4.45,266.861,2230532.672,1375816.234,15.0,6.5,2,17.18,0.0,11,114.0,202.0,0.0,2.0,4.0,1.0,0,0,0.0,0.0,peachtree
971,6045,1308,1118937304400,26.409,1349.985,6452471.859,1874034.129,11.4,6.5,2,37.4,-11.31,3,102.0,208.0,0.0,4.0,2.0,1.0,939,1063,91.96,2.46,lankershim
1011,5717,464,1118937271600,-7.843,280.538,6452011.787,1873067.429,13.5,6.5,2,38.78,-11.45,1,108.0,201.0,0.0,2.0,4.0,1.0,951,1005,44.95,1.16,lankershim
1359,9934,684,1118936673300,-25.865,941.326,6452268.454,1873665.249,17.0,7.4,2,27.49,15.09,3,108.0,201.0,0.0,3.0,4.0,1.0,1354,1360,76.03,2.77,lankershim
781,5528,926,1118936232700,30.107,308.434,6452055.078,1873070.462,16.0,7.0,2,1.41,0.0,2,102.0,208.0,0.0,2.0,2.0,1.0,776,782,28.74,20.38,lankershim
1336,7894,508,1163819700,8.609,2070.496,2230798.347,1377530.235,15.4,7.0,2,35.25,0.0,0,112.0,214.0,5.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
783,5974,1242,1163616000,13.621,1958.668,2230817.713,1377437.375,16.0,7.0,2,0.0,0.0,0,102.0,214.0,5.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
310,3200,1430,1163350300,-23.034,324.132,2230517.514,1375857.631,16.5,7.0,2,0.06,0.0,2,114.0,201.0,0.0,2.0,4.0,1.0,296,336,24.58,409.67,peachtree
1310,9856,710,1118936665500,-35.49,827.93,6452222.136,1873558.767,16.0,7.0,2,48.36,-1.3,3,108.0,201.0,0.0,3.0,4.0,1.0,1312,1339,93.91,1.94,lankershim
138,856,180,1163115900,43.844,2042.483,2230837.441,1377507.94,10.3,5.7,2,1.58,1.9,3,113.0,214.0,0.0,0.0,3.0,1.0,0,0,0.0,0.0,peachtree
501,3538,918,1118936033700,-25.617,569.383,6452129.065,1873323.226,14.0,7.4,2,0.0,0.0,1,108.0,201.0,0.0,3.0,4.0,1.0,495,508,35.43,9999.99,lankershim
1425,8251,1027,1118937525000,30.469,324.572,6452065.127,1873091.146,14.5,7.0,2,0.0,0.0,2,101.0,208.0,0.0,2.0,2.0,1.0,1427,1361,23.48,9999.99,lankershim
375,2928,1473,1118936992700,43.196,969.924,6452346.786,1873669.103,13.8,6.7,2,47.94,-11.41,3,102.0,208.0,0.0,3.0,2.0,1.0,349,445,227.71,4.75,lankershim
25,315,439,1163061800,-3.904,252.86,2230530.584,1375784.977,16.0,6.5,2,1.7,-6.81,11,122.0,202.0,0.0,2.0,4.0,1.0,0,28,0.0,0.0,peachtree
1103,7993,627,1118936479200,36.885,317.288,6452065.002,1873075.602,14.5,7.0,2,31.92,0.74,3,102.0,208.0,0.0,2.0,2.0,1.0,1062,1119,52.84,1.66,lankershim
1266,7450,920,1118937444900,28.643,335.014,6452067.887,1873101.381,13.0,6.5,2,0.0,0.0,2,102.0,205.0,0.0,2.0,2.0,1.0,1136,1268,0.0,0.0,lankershim
945,5776,1332,1163607900,14.284,1037.581,2230747.722,1376515.155,15.5,7.0,2,8.3,-11.09,1,101.0,214.0,0.0,3.0,2.0,1.0,932,951,28.4,3.42,peachtree
193,1467,1186,1163165300,3.245,539.571,2230563.162,1376087.351,16.0,6.6,2,0.0,0.0,1,123.0,214.0,0.0,2.0,2.0,1.0,171,199,26.36,9999.99,peachtree
196,1349,977,1118936834800,38.686,294.716,6452059.951,1873060.616,13.1,6.7,2,0.04,-0.36,3,102.0,208.0,0.0,2.0,2.0,1.0,193,200,20.56,513.95,lankershim
882,6516,1489,1163670200,6.878,1342.242,2230845.945,1376820.704,16.0,6.8,2,27.11,12.27,1,123.0,214.0,0.0,4.0,2.0,1.0,850,860,75.47,2.78,peachtree
410,2947,1184,1163325000,13.669,645.629,2230582.559,1376173.981,15.2,6.4,2,0.0,0.0,2,123.0,213.0,0.0,2.0,2.0,1.0,389,489,0.0,0.0,peachtree
1336,9458,1496,1163964400,5.096,1960.198,2230809.059,1377437.707,15.0,7.0,2,0.04,0.0,11,101.0,215.0,0.0,5.0,2.0,1.0,0,1372,0.0,0.0,peachtree
168,1407,806,1118935820600,-5.904,158.946,6451962.85,1872948.34,15.9,7.4,2,0.0,0.0,1,108.0,201.0,0.0,2.0,4.0,1.0,165,175,28.28,9999.99,lankershim
766,4212,626,1118937121100,-34.113,653.955,6452161.009,1873409.045,12.6,7.0,2,31.7,-11.16,2,105.0,201.0,0.0,3.0,4.0,1.0,735,754,117.54,3.71,lankershim
355,2177,906,1118935897600,-26.049,1464.008,6452410.011,1874141.522,15.6,7.5,2,30.51,10.51,3,109.0,201.0,0.0,4.0,4.0,1.0,340,0,332.37,10.89,lankershim
1008,8032,1560,1163821800,13.941,1972.828,2230815.952,1377451.417,17.0,7.0,2,25.05,11.37,0,101.0,214.0,5.0,0.0,2.0,1.0,0,0,0.0,0.0,peachtree
484,2992,733,1118936999100,-8.883,307.44,6452022.222,1873092.257,16.8,7.2,2,34.82,-7.58,1,108.0,201.0,0.0,2.0,4.0,1.0,476,495,176.86,5.08,lankershim
922,5127,786,1118937212600,-30.785,1115.495,6452352.991,1873824.04,14.9,7.4,2,2.46,11.34,2,108.0,201.0,0.0,4.0,4.0,1.0,903,946,0.0,0.0,lankershim
862,5874,1631,1163617700,13.828,1181.944,2230818.93,1376642.796,15.5,7.0,2,0.09,0.0,1,101.0,214.0,0.0,3.0,2.0,1.0,0,903,0.0,0.0,peachtree
1551,9100,1630,1163940300,-24.787,975.873,2230679.886,1376486.557,16.5,6.5,2,26.74,-6.57,2,115.0,201.0,0.0,3.0,4.0,1.0,1636,1564,541.9,20.27,peachtree
1313,7516,1316,1118937451500,-27.245,1322.639,6452416.137,1874011.192,12.8,6.2,2,38.48,-0.34,2,108.0,203.0,0.0,4.0,4.0,1.0,1238,1338,853.33,22.18,lankershim
1459,8124,1317,1163842700,5.718,563.95,2230566.199,1376094.213,15.0,7.0,2,0.1,0.0,1,102.0,221.0,0.0,2.0,2.0,1.0,1390,1473,24.69,246.89,peachtree
219,1935,1423,1118936893400,22.351,738.339,6452248.6,1873460.748,13.3,6.5,2,49.45,14.29,3,102.0,208.0,0.0,3.0,2.0,1.0,210,228,73.61,1.49,lankershim
1122,6721,737,1163702400,5.69,1175.786,2230808.948,1376640.191,15.5,7.0,2,0.14,0.0,11,101.0,221.0,0.0,3.0,2.0,1.0,0,0,0.0,0.0,peachtree
692,4565,927,1163475100,5.46,1956.824,2230809.887,1377434.416,16.0,7.2,2,0.0,0.0,11,105.0,215.0,0.0,5.0,2.0,1.0,0,584,0.0,0.0,peachtree
886,6204,1046,1118936300300,24.647,220.908,6452014.731,1872993.975,14.1,6.5,2,33.44,-6.81,2,102.0,208.0,0.0,2.0,2.0,1.0,882,0,258.98,7.74,lankershim
178,1283,741,1118936828200,-33.788,484.917,6452088.0,1873256.867,14.9,7.4,2,0.06,-0.33,2,108.0,201.0,0.0,3.0,4.0,1.0,162,239,0.0,0.0,lankershim
1004,7251,769,1118936405000,-36.697,761.029,6452201.859,1873499.724,23.2,8.4,3,51.3,-15.84,2,108.0,201.0,0.0,3.0,4.0,1.0,1006,1433,93.37,1.82,lankershim
1114,7940,474,1118936473900,-25.801,1434.938,6452411.51,1874112.094,17.0,7.0,2,35.68,-9.16,3,108.0,201.0,0.0,4.0,4.0,1.0,1111,0,46.56,1.3,lankershim
308,2046,1237,1163234900,-3.401,1608.291,2230830.508,1377069.206,20.2,7.0,2,38.56,0.32,0,114.0,202.0,4.0,0.0,4.0,1.0,0,0,0.0,0.0,peachtree
73,480,372,1163066600,-24.318,287.008,2230514.568,1375837.979,16.6,6.6,2,5.97,0.0,2,122.0,223.0,0.0,2.0,4.0,1.0,61,35,48.34,8.1,peachtree
686,5050,1223,1163535300,-23.792,338.485,2230517.965,1375871.997,16.0,6.8,2,0.0,0.0,2,115.0,201.0,0.0,2.0,4.0,1.0,694,727,21.86,9999.99,peachtree
708,4250,711,1118937124900,-7.343,136.187,6451955.451,1872934.189,14.3,7.2,2,0.0,0.0,1,108.0,201.0,0.0,2.0,4.0,1.0,705,719,20.13,9999.99,lankershim
419,4208,1602,1163451100,-13.355,257.772,2230521.582,1375790.696,16.1,6.5,2,11.14,-0.58,1,114.0,201.0,0.0,2.0,4.0,1.0,0,420,0.0,0.0,peachtree
637,3589,435,1118937058800,51.633,326.866,6452085.276,1873084.277,12.8,6.4,2,0.0,0.0,4,102.0,203.0,0.0,2.0,2.0,1.0,0,642,0.0,0.0,lankershim
